Date,ASIANPAINT.BO,BHARTIARTL.BO,ICICIBANK.BO,INFY.BO,MARUTI.BO,NESTLEIND.BO,RELIANCE.BO,SBIN.BO,TATASTEEL.BO,WIPRO.BO,APOLLOHOSP.BO,BANKBARODA.BO,BERGEPAINT.BO,BRITANNIA.BO,CIPLA.BO,GODREJPROP.BO,HAVELLS.BO,IOC.BO,MUTHOOTFIN.BO,SHREECEM.BO,Open
19-01-2018,1153.418457,443.933136,343.3181152,503.7778931,8836.859375,7070.738281,909.5580444,301.519989,668.5580444,240.3209229,1120.755981,160.7618713,239.7306976,2129.432861,588.0274658,822.2000122,524.0430908,146.6784821,392.44104,18076.44336,35339.10938
22-01-2018,1137.277954,436.753479,341.1331787,506.8845215,8822.926758,7039.897461,950.5167847,298.7882385,668.958313,234.7235565,1147.197998,160.1793976,242.839035,2139.072266,587.0996704,880.9500122,529.0255737,145.4235077,390.6335754,18112.9082,35613.96875
23-01-2018,1128.579468,437.823761,351.5721436,517.8568115,8908.578125,6978.265137,960.7931519,310.2519531,693.8185425,230.552948,1129.914673,168.0912781,244.4417419,2142.414551,608.098877,845.2999878,558.822876,148.0095062,394.2485046,18078.36328,35868.19141
24-01-2018,1112.390625,409.3282166,342.4441833,522.241333,8937.730469,6963.42041,944.0083618,321.4717407,679.0091553,229.5651855,1094.707886,172.8481293,244.8788757,2137.867432,603.2642212,836.4000244,551.4453735,149.2454529,386.3408813,17917.58789,36161.62109
25-01-2018,1111.230713,403.6647949,347.9306335,515.9179077,8795.005859,6906.106934,944.0083618,305.5201111,683.9901123,228.2481689,1116.619751,162.3151093,245.6559448,2103.62793,606.8292236,822.9500122,555.6611328,148.6559906,384.6238098,17859.51367,36208.39063
29-01-2018,1115.821777,392.9176025,346.9596252,520.6328735,9133.734375,6926.007324,943.274231,303.5200806,696.2200317,228.2481689,1122.725708,157.2670441,242.6933441,2135.230225,598.282959,814,551.0621338,151.6412659,378.6140747,17539.19141,36106.35938
30-01-2018,1091.079346,395.0158386,342.3956604,515.4331055,9072.397461,6835.924316,929.0342407,305.2274475,689.815979,225.1385193,1119.328003,155.4225616,244.3932037,2132.570068,592.4226685,805.3499756,529.9836426,158.0492096,380.7378235,17010.30664,36277.12109
31-01-2018,1093.157715,394.6119385,342.7355347,507.0387878,9019.639648,6861.709473,940.6808472,305.1298828,658.1947021,223.6336823,1143.94812,152.3645782,242.9361572,2124.612549,573.7675781,802.5,500.1860657,158.8668213,374.6829224,16941.30859,35951.64063
01-02-2018,1113.840332,393.1758118,335.743866,504.3286743,8914.219727,6715.647461,923.9939575,298.1052551,650.026123,221.1378632,1197.275269,147.8504333,252.649704,2155.919434,573.0838623,808.7999878,502.7250366,158.4104767,395.0166626,17148.83984,36048.98828
02-02-2018,1100.164429,378.5904846,325.1107788,503.0948181,8532.49707,6563.885742,886.4116821,289.6660461,625.1939697,220.5872955,1133.509277,148.5785217,239.7792511,2151.463135,565.6119995,802.7000122,488.5448608,155.691391,362.7537537,16777.58008,35707.60156
05-02-2018,1096.346924,394.4772644,322.0519104,501.5966797,8616.303711,6556.53125,885.1882935,290.4465637,620.3861694,219.1558685,1114.601196,152.8985138,235.0681915,2105.969971,566.5887451,780.2000122,480.1134338,155.8625336,358.0544739,16367.59375,34718.85156
06-02-2018,1073.634277,393.8041382,321.1779785,488.4430847,8517.472656,6445.67627,873.7374268,284.397644,620.7596436,216.4765167,1122.774902,149.8890686,233.9025574,2058.680664,552.4754028,764.9000244,484.1854553,153.0673828,354.8914185,16638.65234,33753.78125
07-02-2018,1083.444336,385.8158264,322.634552,488.5753174,8456.276367,6447.192871,874.9608765,285.617157,616.6520386,212.4758606,1118.146484,149.2580719,240.4106445,2067.274414,555.8938599,790.9500122,481.7901001,153.9040222,363.8834534,16653.80859,34563.30078
08-02-2018,1086.343628,385.501709,324.867981,499.9443054,8557.858398,6426.372559,884.3564453,294.1052246,626.7342529,212.585968,1115.979614,151.5879517,243.6646729,2103.969482,599.40625,820.3499756,499.2757874,151.4962311,390.7239685,16715.86914,34208.10938
