Date,ADANIPORTS.NS,BPCL.NS,COALINDIA.NS,HCLTECH.NS,HEROMOTOCO.NS,HINDUNILVR.NS,NTPC.NS,ONGC.NS,SUNPHARMA.NS,TECHM.NS,BIOCON.NS,DABUR.NS,DLF.NS,GAIL.NS,HAVELLS.NS,IDBI.NS,MARICO.NS,NAUKRI.NS,PEL.NS,VEDL.NS,Open
16-01-2018,410.8553772,336.8398438,175.8625488,423.6684875,3021.632568,1274.702637,106.8286057,147.2578735,550.3300171,478.8187561,266.0055847,335.9310303,246.075882,97.09284973,533.4061279,59.59999847,289.6070251,1381.105225,2514.530273,160.4256287,10761.5
17-01-2018,420.4101563,337.1208496,175.4705353,425.2752686,3005.412598,1264.741211,107.4452133,146.1377563,556.0933228,476.45755,274.2125549,336.3997192,250.9009094,97.52918243,535.9451904,60.84999847,286.9293518,1358.295898,2562.947998,162.7337341,10702.4502
18-01-2018,403.7741699,330.3762817,170.7060852,425.9000244,3027.741699,1251.597534,106.1503143,144.9429779,549.3773804,474.5256653,268.3930664,341.7892456,239.05336,96.62176514,528.9985962,60.15000153,287.1602173,1341.926147,2478.104736,158.7492218,10873.40039
19-01-2018,420.4587097,335.3292847,171.2790222,427.7077332,3024.707764,1256.670532,106.5202866,144.6442719,544.9952393,474.7402344,283.1905212,340.9925232,238.1934509,96.67332458,524.6868286,60.54999924,290.022583,1382.875,2509.769287,161.1545105,10829.2002
22-01-2018,424.9207764,329.6034851,171.912262,431.3005066,3035.830566,1249.891113,106.3044739,149.87146,548.8534546,488.9935913,300.3505554,340.3364258,239.769928,94.33254242,529.5256958,61.09999847,292.1000977,1391.231934,2542.332275,158.8706818,10883.2002
23-01-2018,425.2602844,338.0341492,176.7671814,444.2437744,3058.623291,1262.112427,106.4894714,154.837326,551.9017334,505.0930481,320.1716614,341.1799316,248.0823364,97.09609985,559.7075806,61.90000153,289.791748,1366.407227,2555.3125,166.9125977,10997.40039
24-01-2018,435.3000793,337.5774841,177.6416626,454.553833,3071.682861,1259.852661,107.2910538,157.450943,558.7607422,517.8867188,315.6204834,336.6808472,247.4135132,100.0143585,552.1381226,65.34999847,288.6836853,1356.968506,2525.30957,165.2118988,11069.34961
25-01-2018,423.4172363,337.6828308,180.5666809,450.581543,3009.077637,1266.170776,106.0270004,155.696106,552.3781128,513.8511353,302.1411743,331.5726013,242.3018799,101.8292313,556.2581787,65.09999847,283.8823547,1367.34082,2489.333252,167.9330444,11095.59961
29-01-2018,423.5627136,330.0600891,181.9839325,452.5939331,3068.523193,1288.814819,105.4720535,153.1944733,560.0943604,519.3034668,306.1203003,337.1495667,242.7318115,97.82824707,551.4195557,62.79999924,286.8832092,1366.112183,2509.859619,167.6414795,11079.34961
30-01-2018,415.4145203,341.1604614,184.4867706,447.3840332,3107.366943,1291.535767,105.0095749,152.9331512,563.9049072,517.7149048,313.3325195,336.1184998,242.5885162,98.18915558,529.7172241,60.84999847,291.2690735,1346.940552,2485.516113,165.8435974,11120.84961
31-01-2018,415.9964905,345.8675537,180.6571655,441.1902161,3110.400146,1263.034912,104.9787598,151.9250183,552.4258423,526.0438232,305.8467712,333.3065796,238.9577942,98.70475006,500.4934082,60.45000076,285.6828613,1328.800903,2478.442871,165.3819733,11018.7998
01-02-2018,415.8995361,344.4976807,178.2749481,440.452301,3145.367432,1264.787354,104.2388153,145.5403595,528.0386353,524.6699829,307.935791,327.7764893,234.085022,100.2824478,503.415741,63.65000153,286.8832092,1304.516479,2484,165.9165039,11044.5498
02-02-2018,405.4232178,335.223938,175.1087036,443.1356201,3053.103516,1265.663574,101.8648376,143.8975372,525.0854492,531.8824463,297.5402832,322.8556213,213.4473267,96.19898224,488.2769165,58.65000153,281.1584473,1346.252075,2393.192871,162.4421692,10938.2002
05-02-2018,395.9654846,334.3808899,177.79245,444.1417847,3064.015381,1250.490723,102.512291,140.947876,531.0393677,540.1253662,301.0220642,317.8410034,218.1290131,95.35340881,478.168335,60.40000153,272.7560425,1263.862427,2364.595703,159.7939453,10604.2998
06-02-2018,392.6673279,328.2335815,175.1087036,426.5665894,2984.3479,1222.450684,101.9264908,138.4836273,525.6570435,520.9348755,290.9498291,317.9815979,215.4059906,93.34260559,484.6358948,57,276.26474,1188.207886,2307.491455,156.2953186,10295.15039
07-02-2018,394.8014221,334.5916138,179.4811249,419.7243042,3005.033203,1210.737061,103.7321701,141.8813477,523.4660645,517.84375,293.7600708,317.1380615,215.2149048,94.93062592,483.1028442,57.70000076,277.3265991,1153.108887,2395.045166,153.404129,10607.2002
08-02-2018,392.958374,335.9616089,180.9285431,422.3181763,3018.346924,1226.324951,102.6349869,140.910553,556.4267578,522.2658691,305.8467712,318.9657593,219.1322174,95.25028229,499.104187,61.59999847,277.0957642,1219.128296,2444.830811,152.7967377,10518.5
