Date,ASIANPAINT.BO,BHARTIARTL.BO,ICICIBANK.BO,INFY.BO,MARUTI.BO,NESTLEIND.BO,RELIANCE.BO,SBIN.BO,TATASTEEL.BO,WIPRO.BO
22-03-2018,1070.251343,372.7115173,275.3439941,510.6300964,8246.857422,7212.250488,887.9775391,235.7134399,541.9685059,212.3290253
23-03-2018,1070.54126,369.0314941,267.8182373,514.4417725,8163.90625,7167.576172,873.8353271,228.8839874,528.9456177,209.3560791
26-03-2018,1081.317627,378.4558716,273.304718,508.6470947,8316.584961,7182.009277,881.8607178,240.347702,543.7423096,201.0611115
27-03-2018,1093.83374,369.3007813,275.6838379,507.986084,8393.469727,7430.745605,880.7841187,247.6649628,550.8371582,200.0700989
28-03-2018,1083.154175,358.0364075,270.3429871,499.8780823,8402.476563,7539.488281,863.9993896,244.0063477,532.9598999,206.6033173
02-04-2018,1110.651123,354.0422668,254.3205414,501.2441101,8540.792969,7637.797363,873.6885986,240.2989197,540.1014404,212.6960907
03-04-2018,1114.275391,360.5046692,261.7976685,502.3677979,8554.776367,7685.22998,879.6585693,244.2502441,540.9882813,208.4017944
04-04-2018,1099.487915,354.0871582,260.6809692,495.5377502,8546.62207,7683.481934,876.0373535,240.8842926,523.2044067,206.7134247
05-04-2018,1106.833252,353.5934753,269.8574524,504.5489502,8653.512695,7717.399902,887.4393311,252.1040955,542.3886719,209.4661865
06-04-2018,1105.480225,345.919342,272.4793396,497.6309204,8729.258789,7680.44873,890.3754272,253.4699707,547.3830566,208.5485992
09-04-2018,1119.252808,341.7457275,272.3337402,489.5447388,8808.277344,7710.82959,896.5411987,254.2016907,547.5697632,208.9156342
10-04-2018,1116.594971,346.0539856,280.5391235,490.9548645,8778.415039,7816.446289,896.9327393,256.8359375,561.7130127,209.649704
11-04-2018,1116.788452,345.1564331,275.8780518,495.2512207,8814.487305,7789.005859,909.2644653,251.030899,567.3143311,209.9433289
12-04-2018,1125.148682,341.1622925,278.1600647,512.1502686,8720.207031,7930.336426,907.7963257,248.1039886,558.7723389,210.5305786
13-04-2018,1123.843994,339.0979004,279.859375,515.1247559,8663.467773,7990.038574,918.8556519,245.0795288,555.7382813,215.3387146
16-04-2018,1138.437988,338.5593262,279.08255,499.1730957,8752.438477,8038.20459,917.2897949,243.2258148,553.0311279,212.8428802
17-04-2018,1135.780029,342.2393494,283.2581177,495.7359009,8682.238281,8287.541992,923.602417,242.1526184,556.25177,209.5762634
18-04-2018,1132.010742,345.3807983,281.8014832,495.9342041,8648.488281,8261.020508,917.045105,240.2501373,561.5262451,214.8615723
19-04-2018,1127.709961,354.4910278,280.7818909,499.1289368,8604.785156,8413.977539,921.2045288,240.2501373,579.3103638,214.0540924
