Date,APOLLOHOSP.BO,BANKBARODA.BO,BERGEPAINT.BO,BRITANNIA.BO,CIPLA.BO,GODREJPROP.BO,HAVELLS.BO,IOC.BO,MUTHOOTFIN.BO,SHREECEM.BO
23-04-2018,1113.665527,139.8900146,260.2748718,2420.785156,585.3904419,813.0499878,522.9414063,126.9207535,404.1590881,16826.64453
24-04-2018,1092.541504,137.6086578,258.6721191,2406.735107,586.0252686,816.4000244,518.246582,128.1377869,410.3149719,17012.96289
25-04-2018,1070.678711,132.706192,267.3657532,2439.064453,580.3604126,794.8499756,515.8991699,126.0178375,404.8070679,17100.01563
26-04-2018,1063.785156,133.2886658,268.2885437,2439.087402,585.8787842,797.5,522.1269531,126.3711548,410.0834961,16938.40625
27-04-2018,1056.300415,139.1133728,271.5911865,2481.261475,585.8787842,801.2999878,525.4802856,127.7451782,415.2674255,16766.0625
30-04-2018,1072.155884,144.3070679,278.0021362,2503.950928,592.5203857,804.9500122,523.8994751,127.4311142,418.2759094,16579.00781
02-05-2018,1065.015991,139.8414612,272.3682251,2466.255859,596.1342163,795.75,520.5460815,126.3711548,410.8703308,16339.78809
03-05-2018,1050.440918,138.91922,269.745575,2429.99292,593.8877563,785.25,505.455719,127.2740707,410.7314758,16395.98828
04-05-2018,1081.46228,135.7641754,264.0631409,2447.863281,583.0462646,808.9000244,518.007019,126.9599915,409.0189819,16107.94922
07-05-2018,1062.603271,139.3075256,265.1316833,2482.875488,577.2837524,851.3499756,524.0430908,128.9621735,407.3526917,16296.9248
08-05-2018,1055.463501,141.0549469,265.6173096,2476.509521,577.0395508,879.6500244,524.2348633,130.8072968,408.7412415,16246.72852
09-05-2018,1030.892822,139.8900146,262.1204529,2460.208008,575.4768066,877.9500122,530.6062012,131.1998596,404.4830627,16072.36719
10-05-2018,1010.064087,134.7448425,258.7692566,2448.544922,562.2424316,864.5499878,516.1866455,131.9850311,401.4745483,15858.3916
11-05-2018,1026.165649,138.3367462,269.599884,2491.719971,560.2889404,835.9000244,523.7557373,133.005722,403.6499023,15999.77832
14-05-2018,1007.651306,138.5794373,269.4541931,2482.32959,563.6098633,813.8499756,520.6898193,132.4953918,399.2991333,15880.68555
15-05-2018,1026.116333,135.6185455,271.6397095,2477.532715,561.5099487,800.75,520.3543701,131.3961792,393.8375549,16177.14063
16-05-2018,1012.969177,128.5318146,273.9709473,2528.82373,546.8103638,799.5,522.0311279,130.4932404,389.2090759,16214.88574
17-05-2018,1004.007568,126.4446411,270.3283997,2486.626709,540.1688232,800.2999878,517.0489502,129.3547516,383.2383118,16125.56641
18-05-2018,1000.314514,122.8527451,272.3196716,2540.850342,521.5136719,777.4500122,501.4795227,128.6088562,379.9983826,16047.71191
21-05-2018,970.0318604,125.9107056,276.4479675,2512.203857,507.6931763,745.0999756,501.8148499,129.7866058,369.3991394,15821.97559
22-05-2018,956.392334,128.9201355,283.9759521,2544.647217,512.1373291,763.0999756,524.7138062,126.8422699,367.408905,16125.1709
23-05-2018,951.6159058,132.2208099,273.533905,2597.052002,520.3415527,741.1500244,519.9233398,120.6394882,368.6123352,15764.39551
24-05-2018,952.4038086,134.6477661,284.4130554,2598.029541,519.7067261,729.4500122,511.4919434,122.5631332,367.8255005,15869.16992
25-05-2018,977.9101563,137.0747223,287.6185608,2643.454834,523.3693848,730.5499878,519.0609131,128.451828,369.3528748,15942.00391
28-05-2018,972.4445801,141.1520081,292.3782043,2654.66333,527.7645264,734.7999878,539.0856934,133.7516479,370.741394,16526.94141
29-05-2018,989.5308838,136.3466339,289.7069702,2643.523193,518.3881836,737.8499756,525.0013428,135.0078583,366.8071899,16518.96875
30-05-2018,972.1491699,134.6477661,292.038208,2633.814941,513.0651855,741.0499878,534.2950439,134.6545868,366.2980957,16512.32617
31-05-2018,935.2683105,133.0459747,289.221283,2696.655273,512.2837524,731.75,522.7018433,136.6567078,357.4576721,16571.42969
01-06-2018,913.9963989,133.3857422,281.0618896,2640.430908,511.160614,730.4000244,516.8093872,136.1463623,354.5417175,16338.45801
04-06-2018,927.9806519,128.0464325,279.1677856,2620.788086,507.7420349,713,514.7494507,136.381897,347.876709,16106.66895
05-06-2018,923.5490112,124.3089218,271.3483582,2637.384521,527.9111938,705.8499756,506.1742554,136.5782013,352.0423279,15810.16406
06-06-2018,915.8676758,126.8329468,274.0681458,2668.554688,524.8344727,725.3499756,511.8272095,137.5596466,351.9497986,15881.7666
07-06-2018,958.2141724,127.9008179,283.8302917,2715.45752,527.6668701,785.7000122,524.1390991,137.2848358,356.3005676,16049.43457
08-06-2018,1000.314514,128.6774445,277.467865,2690.721191,545.2476807,787.75,528.5463867,138.5803528,362.4101563,15896.72949
11-06-2018,985.6409302,129.9879913,274.505249,2685.242188,546.7127686,773.9000244,535.0136108,136.5389404,365.8352356,16400.81055
12-06-2018,965.9942017,129.4055328,275.4766235,2702.953125,553.8427124,768.2999878,534.2470703,137.2455902,366.2055054,15973.30176
13-06-2018,961.7102051,132.706192,277.6621704,2735.055664,567.8585815,767.4000244,534.6303711,137.4026184,360.6050415,16054.1582
14-06-2018,956.7369385,131.5412598,275.4280396,2730.053711,574.2559814,767.2999878,525.2887573,135.0864105,357.9668274,16094.90723
15-06-2018,1014.200195,127.706665,283.247467,2786.573242,597.7457275,764.5499878,531.4207153,131.9850311,357.6890869,15914.73926
18-06-2018,1035.669067,127.0756454,278.3906555,2762.860596,591.8855591,758.9000244,525.2407837,136.6567078,361.2992859,15831.91504
19-06-2018,1042.85791,124.4545288,273.9709473,2723.27832,588.2229614,734.75,516.3303833,132.88797,357.9668274,15489.34766
20-06-2018,1032.369995,121.8334122,273.1453552,2726.370605,589.4926147,739.1500244,513.2644043,130.4147339,358.6610718,15235.2627
21-06-2018,1005.484741,118.5327454,275.8165588,2712.752197,587.6368408,743.2999878,510.2941895,133.6338806,352.505188,15049.78418
22-06-2018,1006.223328,118.1929779,276.5936279,2712.047119,599.6991577,744.6500244,519.7316284,133.7908936,355.5137329,15309.77246
25-06-2018,1020.158325,113.3875961,272.3196716,2717.049072,596.4760132,740,513.9350586,131.3176422,352.1349182,15450.76465
26-06-2018,1005.977112,114.6981506,276.6907959,2751.856934,585.3414917,737.5499878,510.5337219,130.7680359,363.4284058,15669.9082
27-06-2018,1002.924194,111.7857971,272.6596985,2759.518311,587.9786377,725.7999878,514.0308228,122.6808929,356.3931274,15477.78223
28-06-2018,996.2275391,109.7956924,272.9996338,2772.386719,586.7089844,712.5999756,501.383606,121.1105881,347.5527039,15237.38184
29-06-2018,1030.30188,109.5044556,273.1939392,2817.538818,600.6271362,717.8499756,520.1629028,122.4453583,351.1166382,15311.24902
02-07-2018,1047.240356,110.6208572,277.0307922,2833.294189,601.4083862,715.5999756,510.1025391,121.1498718,356.4856873,15515.47852
03-07-2018,1043.89209,110.0869293,277.7593079,2833.180664,625.4354858,713.2000122,519.7796021,122.0135193,359.9570313,15721.04004
04-07-2018,1061.667725,110.2325439,277.7106934,2865.032715,614.5939941,713.7999878,526.5361328,121.9350052,366.3443909,15686.19727
05-07-2018,1028.67688,110.0383835,281.4504395,2875.650391,612.1033936,706.8499756,530.3770752,121.8172531,378.1932678,16158.98145
06-07-2018,995.4889526,112.5138855,287.9099731,2867.760742,599.1619873,704.7000122,534.2665405,122.955719,375.4161682,15925.36914
09-07-2018,985.345459,113.581749,292.038208,2898.271729,608.098877,707.6500244,537.2809448,123.5838394,378.4246826,16222.91016
10-07-2018,993.3716431,116.0087128,294.95224,2904.501465,615.9125366,712.2000122,557.7490845,122.0135193,387.3113708,16480.28906
11-07-2018,982.2434692,112.8051224,295.9236145,2888.768555,610.1499634,704.5999756,550.4564209,121.8172531,377.4064636,16654.25391
12-07-2018,984.262207,116.057251,296.1178894,2910.116699,617.4752808,701.4000244,546.3724365,123.1520081,373.472229,16810.70117
13-07-2018,960.479187,113.8244476,290.9211426,2943.083496,611.8592529,706.5999756,544.3791504,125.0756378,364.076355,16791.60742
16-07-2018,929.2116699,110.2325439,290.6782837,2971.97998,606.9268799,671.4500122,544.3304443,123.5445709,356.9948425,16044.95605
17-07-2018,963.335144,117.2707291,305.2486877,2927.60083,622.7006836,691.9000244,540.4896851,128.8051453,374.9070129,15759.57324
18-07-2018,955.2597656,114.8437729,297.2835083,2891.79248,612.5429077,670.7000122,545.6431885,130.9250488,371.2968445,15942.00391
19-07-2018,940.5368652,116.6397247,299.4690857,2899.181641,596.8179321,665.7999878,547.1503906,130.1399231,360.6050415,15940.91992
20-07-2018,916.2615356,117.4163437,300.7318115,2889.132568,611.126709,657.7999878,544.0388184,126.3711548,361.5307312,16295.61133
23-07-2018,938.0748291,122.5615005,305.637146,2925.599609,618.7449341,657.8499756,593.7266235,127.3918533,365.6037903,16629.39453
24-07-2018,926.1588135,128.2406006,309.0369263,2938.513672,612.6893921,687.3499756,582.9334717,129.4725189,378.8412781,17511.54102
25-07-2018,927.1928101,128.0949707,307.7255859,2929.987793,609.0267334,677.75,586.968811,128.1377869,363.8912354,17244.41016
26-07-2018,922.7119751,134.793396,310.1678772,2936.012451,612.4452515,680.5,597.6161499,124.7615585,378.0544128,17283.26367
27-07-2018,919.5606079,134.0167542,311.1448059,2913.942139,619.3310547,687.2000122,606.7078247,129.6295471,382.8217468,16890.75977
30-07-2018,918.8219604,147.3164978,306.0648499,2896.367676,617.7683105,714.2999878,606.9508057,130.6110077,380.6926575,16935.77148
31-07-2018,938.6658325,148.9668274,307.8721313,2980.79248,624.8494263,713.5499878,616.7231445,129.1192169,374.1665039,16826.51172
01-08-2018,934.9728394,146.2486267,311.7797241,2964.65625,623.4820557,743.0999756,613.5143433,131.9065094,370.5100098,16976.64453
02-08-2018,945.8056641,143.1421204,306.9929504,2950.231689,623.2867432,724.5499878,618.5706177,132.4953918,374.3053589,17180.61328
03-08-2018,954.1764526,145.1807709,307.041748,2919.282715,625.6307983,733.4000244,624.1130981,132.4168549,382.2663574,17203.04688
06-08-2018,966.4371948,146.2486267,302.1083679,2887.489258,622.2611694,711.3499756,638.1152344,131.9850311,392.40271,17131.94922
07-08-2018,954.6195068,142.0257263,308.0187073,2830.201904,614.0568237,711.7999878,656.6387939,130.7680359,388.3296509,16978.71289
08-08-2018,954.3240967,144.2585297,305.6252747,2875.096436,618.6473389,718.5,662.6674805,130.1399231,388.3759155,16987.58789
09-08-2018,949.3016357,149.9376221,306.6998901,2892.73877,604.8269043,712.4500122,666.4597168,129.8651123,394.2540894,17033.14258
10-08-2018,932.1660767,143.9673004,320.425415,2892.533691,606.4384766,693.7999878,654.8399048,130.728775,382.6366272,17019.53516
13-08-2018,1051.376587,141.2490997,313.0986328,2930.032715,615.0261841,690.1500244,656.979187,126.1355896,380.5075073,16919.25195
14-08-2018,1111.892822,142.0257263,316.1758728,2951.44165,630.0422974,717.8499756,665.5845947,126.0963669,379.7669678,17036.05469
16-08-2018,1122.971924,138.7250519,321.7442322,2961.095947,635.3912964,705.2000122,662.3271484,124.4867706,381.4795227,16768.13867
17-08-2018,1166.696899,141.7344971,325.7983398,3020.505859,636.1273804,709.25,660.0908203,125.3111877,375.0921936,17470.51563
20-08-2018,1179.893433,146.491333,325.1633911,3092.217773,631.7598877,710.2000122,670.1060791,125.7730789,369.8619995,17503.30469
21-08-2018,1164.53064,146.2971802,325.4076538,3128.89502,638.5809937,708.1500244,678.2253418,124.9416885,375.3236084,17515.67969
23-08-2018,1130.456177,145.5205383,325.4564209,3142.24707,644.911377,707.2999878,685.9069824,121.5766525,377.4527283,17699.73047
24-08-2018,1177.382324,143.0450592,327.849884,3093.701172,638.8754272,708.4500122,680.75354,122.1308899,376.1567383,18147.55469
27-08-2018,1180.63208,145.61763,323.9422607,3113.329346,647.1687622,704.9500122,701.0274048,123.5560989,379.5355225,18307.79492
28-08-2018,1156.011963,139.6958313,335.0301819,3122.778809,636.9125977,694.2999878,697.2835693,123.1998138,379.0726929,18525.56836
29-08-2018,1175.708008,143.0450592,334.8347778,3075.259766,631.6617432,699.5,694.8527832,123.9123764,378.4710083,18566.43945
30-08-2018,1173.88623,145.61763,329.5594788,3056.041992,636.618042,699.3499756,699.2283936,122.40802,378.4246826,18619.24414
31-08-2018,1167.140259,148.4328918,326.7753296,3073.616211,647.8065796,686.5499878,703.8471069,123.239357,379.2115173,18696.1582
03-09-2018,1155.815063,147.3164978,321.5976868,2996.244141,636.8635254,698.0999756,695.6306763,122.8435135,374.3053589,18704.04688
04-09-2018,1164.087402,141.1034851,316.9573975,2895.569092,630.8766479,694.1500244,650.9505005,120.7848816,369.8157043,18069.16406
05-09-2018,1117.112183,140.2297668,311.0959473,2821.209717,633.9682007,684.75,643.0742798,120.9828186,404.6219177,17970.90039
06-09-2018,1103.866577,141.6374054,303.1341553,2829.243652,648.5917358,682.1500244,660.0420532,121.6558228,417.4890747,17932.93945
07-09-2018,1141.584595,143.5304413,308.5071106,2844.535156,651.585144,682.7000122,654.3537598,121.6558228,432.6242371,17694.01172
10-09-2018,1110.218506,141.9286499,293.8046875,2779.898682,655.0202637,669.5499878,623.1408081,119.2013474,419.6644592,17041.87109
11-09-2018,1095.298828,136.589325,291.9973755,2713.322266,643.2919922,655.4000244,615.9938965,119.2409439,404.9459534,16767.69531
12-09-2018,1095.496704,129.5996857,295.611969,2743.609131,645.5983887,659.0999756,629.0236816,118.1720276,417.3964844,16643.25
14-09-2018,1104.400024,130.6190186,303.7691345,2789.575928,653.8915405,655.75,639.8654785,122.8039017,421.1456299,17382.46289
17-09-2018,1109.098999,131.1529541,297.3215942,2751.825928,650.7019653,654.7999878,647.8388672,123.9123764,415.8228455,17258.46094
18-09-2018,1107.961182,110.1354599,292.1927795,2766.592529,649.9658203,639.8499756,629.2181396,120.8244781,410.5463257,16661.24805
19-09-2018,1061.169678,112.9022064,292.7301025,2718.891113,647.2177734,621.5,625.9606323,121.4578705,424.2929382,16839.58008
21-09-2018,1032.926758,108.3880539,293.5604553,2638.666016,648.3464355,574.5,617.4525146,124.5853729,424.2929382,16593.59961
24-09-2018,1006.167297,104.6990738,290.4343872,2556.751709,634.1152954,567.0999756,606.2216187,122.4872055,399.5305786,16937.15039
25-09-2018,1035.39978,106.3008652,291.2158813,2637.570313,647.9539185,574.4500122,608.7497559,121.5766525,395.9203491,16965.54883
26-09-2018,1034.459839,105.8640213,288.6270752,2593.041504,658.5535278,604.7999878,629.4611816,122.2892303,400.0859985,17147.03711
27-09-2018,1059.141724,101.495491,284.2798462,2597.925537,647.2177734,604.5999756,596.7410278,120.8640747,382.2663574,17134.11914
28-09-2018,1031.887939,96.49594879,286.0871582,2647.954834,641.1818237,593.4500122,577.6826172,121.2995148,372.8242493,16601.39063
01-10-2018,1054.492188,101.4469452,279.3952942,2661.033203,642.1633301,602.0499878,581.0373535,121.7745972,393.9301147,16529.85156
03-10-2018,1060.427734,100.3305435,276.2691956,2618.60376,641.5253296,607.0999756,594.4559937,124.7041321,376.6195984,16446.18359
04-10-2018,1033.17395,100.3305435,267.1839905,2566.908447,625.9693604,578.75,587.40625,111.5211563,366.8997803,16174.86621
05-10-2018,1043.907227,95.96201324,261.5178833,2481.273682,622.7796021,565.7000122,575.786499,93.46874237,355.1897278,15588.8418
08-10-2018,1066.363403,94.79708099,269.3820801,2528.427246,626.5091553,499.7999878,555.4641113,98.73401642,350.2372437,15768.01172
09-10-2018,1082.883789,90.81686401,266.3047485,2516.696045,627.5396729,467.6000061,548.2199097,96.91294861,344.9144592,15492.55176
10-10-2018,1111.819336,92.95258331,268.6493225,2602.672852,626.0183716,502.7000122,593.2405396,98.41732025,376.1567383,15335.91406
11-10-2018,1109.642822,91.1566391,268.6493225,2548.740479,606.2912598,488.75,564.1181641,103.7221985,367.964325,14651.58008
12-10-2018,1120.673096,93.38943481,277.7834167,2621.068848,610.9040527,503.6000061,578.3146362,105.7807999,369.5843201,15119.07715
15-10-2018,1121.167847,94.36022186,274.6573486,2583.980469,634.0172729,517.4000244,583.6626587,106.8496933,371.2968445,15024.06738
16-10-2018,1097.821411,97.07841492,284.035614,2600.847168,628.1286011,539.2999878,592.3168335,107.2851639,374.2590332,15324.2793
17-10-2018,1110.483887,96.35033417,285.647522,2524.296387,628.2758179,538.6500244,569.9522705,104.7514954,372.0836792,14920.18652
19-10-2018,1110.384888,99.16560364,276.953064,2536.78125,622.0925903,528.0499878,580.5997314,105.3057327,352.0886536,14358.81348
22-10-2018,1119.980835,99.69953156,273.4850464,2546.480957,617.5288696,508.5499878,572.2374268,102.8116608,368.2420044,14242.6543
23-10-2018,1132.148438,98.63167572,260.1014099,2503.663818,611.3948364,520.5,581.3289795,102.9304123,367.964325,13659.53906
24-10-2018,1115.776489,99.50537872,270.993927,2446.604736,609.3828125,536.7000122,583.9544067,108.6311798,367.2237854,13538.20313
25-10-2018,1111.176514,95.7193222,283.5959778,2427.273193,599.3720093,514.9000244,582.6417236,109.81884,359.9107361,13365.34473
26-10-2018,1072.793457,96.01055908,275.5854187,2428.391357,592.2565918,528.8499756,585.3644409,108.5520172,366.1592102,13397.3916
29-10-2018,1131.555054,103.9224472,278.4672546,2468.150391,622.8286743,582.6500244,601.7974243,111.7982635,374.2127686,13340.93848
30-10-2018,1155.247559,106.7862625,278.1253662,2487.116943,598.9794312,603.0499878,614.8756714,108.0769424,366.8997803,13347.25098
31-10-2018,1133.583008,107.5628891,273.5826721,2572.020752,616.2529907,598.75,624.6479492,109.3041763,378.1469727,13702.53125
01-11-2018,1158.066895,104.5534515,285.2567749,2549.721924,604.671814,598.4500122,627.0301514,111.9170303,393.8375549,13750.20996
