Date,BIOCON.NS,DABUR.NS,DLF.NS,GAIL.NS,HAVELLS.NS,IDBI.NS,MARICO.NS,NAUKRI.NS,PEL.NS,VEDL.NS
01-01-2018,269.0645752,335.7435913,248.3689728,100.3401031,542.3648682,63.79999924,301.8875732,1390.691284,2563.262695,164.9932251
08-01-2018,268.7910156,335.6967163,256.5858459,101.7100372,526.1240845,61.04999924,288.7299194,1376.091064,2569.72998,164.9932251
15-01-2018,283.1904907,340.9925537,238.1934662,95.13436127,524.6869507,60.54999924,290.0225525,1382.875122,2509.769287,161.1545105
22-01-2018,302.1412048,331.5726013,242.3019104,101.8292236,556.2581787,65.09999847,283.8823242,1367.340942,2489.333252,167.9330597
29-01-2018,297.5402832,322.8556519,213.4473114,96.19897461,488.2769165,58.65000153,281.1584778,1346.251953,2393.193115,162.4421692
05-02-2018,301.8924866,319.2001343,218.8455963,95.37403107,493.6905212,62.75,274.4180298,1271.728027,2379.730225,153.6956635
12-02-2018,301.8676147,321.262207,215.5970764,96.58052063,483.1507568,61.79999924,283.2359924,1207.562378,2368.300049,155.3720703
19-02-2018,312.4869385,309.8739319,215.1193542,94.53876495,486.4563599,77.15000153,285.4459839,1178.523682,2370.830078,164.1914825
26-02-2018,311.7905579,304.8125,214.3072357,93.68289185,489.8578796,80.34999847,290.5656738,1278.977295,2301.39209,157.0727844
05-03-2018,296.0232544,306.7339172,201.9341583,90.10469055,482.1925964,70.69999695,287.2611389,1250.037476,2134.731934,147.7917633
12-03-2018,291.6213074,301.1100769,216.2181396,90.95026398,494.9840088,78.94999695,280.4193726,1265.393311,2251.425537,150.0998535
19-03-2018,284.1106873,298.2512817,193.9561462,90.66152191,472.0361328,71.84999847,303.039093,1211.25354,2164.368652,134.1131897
26-03-2018,295.4015198,307.8117676,192.2841034,90.34528351,467.4369507,72.19999695,303.5045166,1157.015259,2198.206543,145.02005
02-04-2018,302.7877502,321.3558655,196.371109,91.91266632,510.8414612,73.09999847,298.4779663,1183.297729,2406.971924,148.7779541
09-04-2018,311.0693665,319.1063843,202.0407257,89.87779999,524.1119995,72.09999847,294.1959839,1226.412598,2320.999268,152.2227631
16-04-2018,317.1127014,332.8848267,202.5211945,90.89524078,525.3096313,67.19999695,294.9872437,1185.906128,2320.773193,161.0695801
23-04-2018,324.8968811,343.4764099,213.6682892,90.963974,526.7469482,67.34999847,298.8968201,1186.939819,2381.582275,153.4754028
30-04-2018,311.2683411,347.131897,203.0497284,90.67526245,517.788208,64.84999847,294.9407654,1186.74292,2250.025391,147.0034027
07-05-2018,313.5314331,343.4764099,205.8845367,94.20876312,524.5909424,67.05000305,288.5178223,1223.115112,2199.109863,149.7696686
14-05-2018,323.1311646,351.068573,189.5963593,88.40665436,501.3557739,60.45000076,296.1974182,1179.901733,2120.907471,141.0794373
21-05-2018,328.254303,354.5834656,194.7855225,87.76044464,519.8481445,65,295.7784729,1151.207642,2172.681152,131.4236145
28-05-2018,322.8078308,362.5037537,198.8695374,93.86504364,516.4946289,63.70000076,301.9686584,1197.866211,2202.949951,129.5707245
04-06-2018,302.4396057,358.3796082,197.7644806,94.15377045,529.7651367,61.95000076,319.8875427,1181.378174,2175.934082,128.5529327
11-06-2018,310.1989441,359.7855225,192.0467987,92.09141541,532.2084961,59.40000153,315.1867676,1228.283081,2260.189941,124.5340424
18-06-2018,313.1832886,361.0040283,192.8636017,93.49383545,519.9440918,58.90000153,310.4859619,1180.639893,2348.331543,119.2885895
25-06-2018,308.1596069,366.9090576,181.4282379,93.56256104,520.614624,54.90000153,308.7173462,1167.794067,2291.678955,123.2813721
02-07-2018,313.90448,346.803833,179.3621674,94.64873505,527.9445801,48.25,323.1455994,1197.866211,2237.510986,114.3562927
09-07-2018,298.0625305,361.9282532,180.3712006,98.12726593,544.7196655,57.29999924,330.3596497,1267.952393,2276.454102,109.8415222
16-07-2018,286.5727844,358.9450073,163.7466583,98.9384613,544.9143066,58,327.0551147,1247.182617,2260.64209,105.639946
23-07-2018,292.0710144,371.4552307,183.0618439,104.0806198,607.77771,60.09999847,336.1774292,1378.806152,2446.116943,114.6955643
30-07-2018,290.4268188,420.4372253,181.5243378,106.7479324,625.6693115,61.84999847,328.1256409,1346.935791,2575.861572,116.0786743
06-08-2018,281.4584351,425.9224854,188.8756409,99.80464172,654.888855,61.84999847,339.7612305,1466.621948,2589.873291,116.7572021
13-08-2018,294.6120605,439.0100403,201.9446259,106.6104507,660.1882935,62.29999924,345.4860229,1467.115479,2491.838623,112.3207397
20-08-2018,302.2850342,457.197876,204.6352997,104.6718292,680.3648682,61.45000076,352.5139465,1548.961548,2655.321777,116.9398575
27-08-2018,310.9046631,460.7102661,212.1788025,102.3482285,705.2088623,62.70000076,343.9035339,1616.204712,2949.563721,118.8449402
03-09-2018,329.5140991,450.6540527,200.2149048,104.131218,654.937439,59.84999847,332.7333679,1604.758911,2806.129883,120.1758804
10-09-2018,330.3112793,450.605957,201.0797577,102.1297531,641.3729248,58.5,322.4474487,1609.347168,2810.278076,122.9682159
17-09-2018,337.2618408,438.5288391,192.5328979,107.7062454,617.5014038,56,314.4420776,1510.727295,2530.139648,120.2802505
24-09-2018,344.4614258,410.8140564,156.8339844,104.6281357,578.0719604,50.20000076,310.0205078,1404.213501,2119.56543,121.2458267
01-10-2018,304.9008484,404.222168,144.0016937,91.66694641,578.1204834,57.40000153,286.3303528,1414.27771,2042.778564,120.9065704
08-10-2018,302.1355591,392.4818726,152.1062927,99.18967438,579.2874146,59.04999924,293.1721191,1464.253784,2070.386719,111.8509979
15-10-2018,329.364624,389.2099915,147.7645264,95.04872894,580.6486816,59.34999847,288.5643921,1496.91333,1745.863403,110.1807861
22-10-2018,300.9646912,383.2435913,148.4399261,94.23434448,586.1912231,59.45000076,279.5816345,1575.799805,1773.886353,106.2923584
29-10-2018,314.392395,355.5288391,163.9737701,102.0745468,628.2946167,59.15000153,314.6747742,1450.982788,1984.335815,117.9054337
05-11-2018,319.2253723,362.9868469,168.2190399,101.4119949,628.6835938,61.20000076,316.9088135,1388.574463,2111.683838,109.110817
12-11-2018,311.3779907,382.0346375,163.4431,94.46899414,655.5695801,60.90000153,322.633606,1354.791016,2162.014893,116.8676758
19-11-2018,310.4064026,387.0074463,170.8723602,95.17295837,643.074585,59.95000076,331.5158997,1377.278687,2066.100342,112.7988052
26-11-2018,311.0790405,395.0218201,171.8371735,94.7036438,665.7793579,59.5,334.0440979,1527.772583,2027.983643,110.6795807
03-12-2018,304.6018372,397.2909851,166.4823456,92.39850616,658.0004883,60.25,332.2650146,1497.476074,1922.528442,110.5948257
10-12-2018,322.8376465,428.7691345,172.4643097,96.96736908,691.7902832,61.04999924,348.4171448,1546.405273,1970.370483,113.9290314
17-12-2018,309.3601379,422.6859131,180.5206909,95.25576782,672.3914795,61.84999847,354.0820618,1557.970459,2115.87793,113.053093
24-12-2018,309.3102722,418.3407593,171.6924591,98.36147308,671.0300903,61.45000076,354.0352478,1437.476318,2173.767822,112.6857529
31-12-2018,308.1892395,404.8225098,168.9908905,97.49189758,659.7993774,61.45000076,354.7374878,1539.090942,2174.22876,109.0124512
07-01-2019,320.1221924,407.1399536,175.7447662,93.47516632,669.0369263,63.34999847,357.1720581,1577.146606,2117.260986,111.1034164
14-01-2019,324.8804321,409.5056458,174.0080566,88.93390656,658.7783813,58.20000076,355.2056885,1561.182983,2116.661865,112.2901764
21-01-2019,331.1832275,415.2026367,152.443985,92.45372009,688.5814209,54.90000153,346.3571777,1671.545044,2119.42749,110.0296707
28-01-2019,331.9555054,436.3007507,159.87323,92.06723022,716.7800293,52.75,352.4902649,1710.391479,1986.778564,91.63487244
04-02-2019,326.0014648,436.3972473,158.9566193,92.85402679,722.7600708,43.20000076,341.5349121,1747.755493,2034.851074,87.11388397
11-02-2019,306.5450439,419.3546753,152.5404816,87.71923828,669.6202393,44.95000076,317.7047119,1678.232056,1992.724243,83.24279785
18-02-2019,309.5095825,420.416748,163.2983704,92.06641388,676.8643799,43.09999847,320.4645691,1627.034912,2127.585205,95.87332153
25-02-2019,315.3390503,429.9761047,161.3687134,96.76611328,687.9979248,44.34999847,315.9356995,1777.213867,2186.534912,98.02080536
04-03-2019,306.3208313,417.3269348,169.1838989,98.39835358,707.7369995,43.34999847,315.6526184,1762.868652,2380.161621,97.39915466
11-03-2019,310.4064026,410.8092041,190.5067444,101.1281281,724.5103149,42.79999924,319.5210571,1847.801514,2437.175293,99.29232025
18-03-2019,307.3920593,410.4229431,189.2524261,98.20135498,737.1025391,42.65000153,320.4645691,1881.191284,2397.353027,99.30460358
25-03-2019,304.2032776,394.7321472,195.3309021,97.83551025,751.1530762,46.65000153,327.0691833,1822.87085,2547.193359,105.3291092
01-04-2019,304.6766052,386.572937,194.5108185,98.15912628,738.8041382,44.70000076,336.5986633,1813.323853,2409.520996,109.4691849
