Date,ADANIPORTS.NS,BPCL.NS,COALINDIA.NS,HCLTECH.NS,HEROMOTOCO.NS,HINDUNILVR.NS,NTPC.NS,ONGC.NS,SUNPHARMA.NS,TECHM.NS
12-07-2021,682.8693237,398.6860657,117.5771332,937.7724609,2691.098389,2344.794189,104.906601,102.0853119,674.1223755,1030.541992
19-07-2021,675.3712769,410.5665588,116.4057846,927.5081787,2626.523926,2287.275635,104.3781128,100.7742996,679.4087524,1056.55896
26-07-2021,669.8594971,396.4612427,115.7595367,956.3878174,2569.145996,2263.220459,104.1138535,100.7742996,757.6778564,1144.890503
02-08-2021,705.8104248,405.4495239,118.0214233,985.6274414,2634.692627,2300.273193,103.6294098,101.954216,768.6912842,1213.086304
09-08-2021,699.305542,404.8265076,116.1230545,1050.869751,2577.420654,2332.281982,104.1578903,101.4734955,761.9364014,1326.807129
16-08-2021,682.4721069,405.0935059,109.5393906,1048.898438,2507.969238,2540.727295,100.5465088,96.31679535,745.1469116,1342.203369
23-08-2021,721.998291,419.4212646,111.9224167,1091.704712,2486.166992,2597.518799,99.88588715,101.954216,755.572998,1386.521484
30-08-2021,749.7063599,437.2197571,118.2233734,1102.782104,2602.756104,2683.603516,103.0568695,107.5916214,774.8389893,1383.211914
06-09-2021,744.5421143,437.0862732,123.0684204,1125.124023,2600.199219,2726.233398,100.8988495,106.7613144,761.9805908,1374.866333
13-09-2021,761.8223877,388.2294617,129.7330933,1185.907104,2726.085938,2640.488281,112.0491104,113.4048691,755.6986694,1392.421021
20-09-2021,739.6758423,397.5391235,137.5154266,1274.993286,2634.367432,2664.155518,112.5018311,120.8172531,756.2385254,1453.046509
27-09-2021,729.8936157,415.0296936,156.2261353,1195.716919,2647.848145,2622.835205,129.9806671,129.8274994,811.3527832,1315.391968
04-10-2021,734.8095703,430.7472534,156.0191498,1241.151978,2642.409424,2560.757568,131.0955963,142.8768158,806.2487183,1381.293335
11-10-2021,807.2080078,440.1873474,152.1693878,1174.501587,2722.088135,2569.972168,138.8070984,141.1901703,825.7816162,1372.516235
18-10-2021,756.5588379,428.6387939,145.6289215,1120.852661,2551.341553,2380.392334,134.6261597,139.4147644,797.5619507,1455.636475
25-10-2021,688.2322388,400.3184814,136.1493683,1082.460938,2470.407959,2321.272949,123.2447128,132.3130798,780.3356934,1417.649536
01-11-2021,708.7897949,402.2831726,141.3237915,1119.702271,2489.374512,2364.523193,127.4256516,134.9762115,780.7774048,1444.508911
08-11-2021,745.1380005,409.9023438,138.2191467,1109.528198,2494.534668,2347.053955,126.7752914,137.2842407,791.6235352,1535.567017
15-11-2021,721.0548096,392.9908447,127.0009918,1060.172852,2496.208008,2341.637695,125.7068329,136.9735565,776.065918,1518.855103
22-11-2021,712.2160645,365.4049072,129.070755,1050.566772,2351.680176,2278.885498,119.7141571,130.5820465,753.1466064,1479.763428
